id_cliente;seg_str;ocupacion;tipo_vivienda;nivel_academico;estado_civil;genero;edad;ingreso_rango;Valor_telecom;edad2
34441;PREFERENCIAL;1;O;U;M;M;63;i. (8.7  Inf);402715.7;mas 60
34457;PERSONAL PLUS;1;I;U;I;M;64;i. (8.7  Inf);102878.1;mas 60
34476;PREFERENCIAL;8;O;U;M;M;62;i. (8.7  Inf);89301.18;mas 60
34488;PREFERENCIAL;3;O;U;M;M;62;i. (8.7  Inf);602531.5;mas 60
34510;EMPRENDEDOR;3;R;H;M;M;60;i. (8.7  Inf);268002.98;mas 60
34520;PREFERENCIAL;E;O;S;D;M;60;i. (8.7  Inf);83844.25;mas 60
34532;PREFERENCIAL;1;O;S;M;M;60;i. (8.7  Inf);1313263.39;mas 60
34537;EMPRENDEDOR;3;R;U;F;M;60;i. (8.7  Inf);159888.7;mas 60
34583;PERSONAL PLUS;5;O;S;M;M;61;i. (8.7  Inf);1552714.38;mas 60
34599;PREFERENCIAL;1;R;U;F;M;62;i. (8.7  Inf);114615.2;mas 60
34601;PERSONAL PLUS;1;R;U;M;M;63;i. (8.7  Inf);334043.1;mas 60
34621;PREFERENCIAL;E;O;H;F;M;59;i. (8.7  Inf);94854.41;51-59
34624;PERSONAL PLUS;P;O;S;D;M;59;i. (8.7  Inf);357669.78;51-59
34632;PERSONAL PLUS;P;O;U;M;M;61;i. (8.7  Inf);289075.94;mas 60
34660;PERSONAL PLUS;5;O;U;I;M;61;i. (8.7  Inf);536664.46;mas 60
34686;PREFERENCIAL;5;F;T;F;M;62;i. (8.7  Inf);1017041.9;mas 60
34694;PERSONAL PLUS;P;F;S;M;M;59;i. (8.7  Inf);1939581.5;51-59
34711;PREFERENCIAL;1;O;U;M;M;61;i. (8.7  Inf);1465690.8;mas 60
34727;PREFERENCIAL;P;O;U;M;M;60;i. (8.7  Inf);483927;mas 60
34763;PERSONAL PLUS;9;O;U;M;M;61;i. (8.7  Inf);68024.9;mas 60
34769;PREFERENCIAL;9;O;H;M;M;60;i. (8.7  Inf);84369.85;mas 60
34794;PERSONAL PLUS;P;I;U;M;M;60;i. (8.7  Inf);158050.9;mas 60
34799;PREFERENCIAL;E;O;E;M;M;62;i. (8.7  Inf);538523.51;mas 60
34820;PERSONAL PLUS;O;O;U;M;M;59;i. (8.7  Inf);37985.43;51-59
34851;PERSONAL PLUS;E;R;E;D;M;60;i. (8.7  Inf);89503.71;mas 60
34906;PREFERENCIAL;1;R;U;M;M;58;i. (8.7  Inf);86224.17;51-59
34922;PREFERENCIAL;5;F;U;M;M;59;i. (8.7  Inf);53628.93;51-59
34958;PREFERENCIAL;3;O;U;D;M;59;i. (8.7  Inf);2907414.92;51-59
34974;EMPRENDEDOR;3;R;T;D;M;57;i. (8.7  Inf);455394.69;51-59
34983;PREFERENCIAL;1;O;U;M;M;58;i. (8.7  Inf);86144.87;51-59
35018;PERSONAL PLUS;3;O;E;F;M;59;i. (8.7  Inf);51955.93;51-59
35031;EMPRENDEDOR;3;O;U;M;M;58;i. (8.7  Inf);133096.61;51-59
35042;PERSONAL PLUS;8;F;S;M;M;58;i. (8.7  Inf);182354.5;51-59
35056;PERSONAL PLUS;1;I;S;D;M;58;i. (8.7  Inf);126968.8;51-59
35093;PREFERENCIAL;1;O;U;M;M;58;i. (8.7  Inf);683500.22;51-59
35115;EMPRENDEDOR;3;O;H;M;M;58;i. (8.7  Inf);225896;51-59
35153;PREFERENCIAL;1;O;U;M;M;58;i. (8.7  Inf);60567.29;51-59
35182;PERSONAL PLUS;1;O;U;D;M;47;i. (8.7  Inf);118150.3;46-50
35203;PREFERENCIAL;1;O;E;M;M;57;i. (8.7  Inf);717307.39;51-59
35230;PERSONAL PLUS;1;R;U;M;M;59;i. (8.7  Inf);221872.96;51-59
35273;EMPRENDEDOR;8;I;S;M;M;57;i. (8.7  Inf);165892.62;51-59
35280;PREFERENCIAL;E;F;U;M;M;59;i. (8.7  Inf);290844.7;51-59
35283;PERSONAL PLUS;1;O;I;I;M;57;i. (8.7  Inf);33119.88;51-59
35286;PREFERENCIAL;1;O;S;M;M;57;i. (8.7  Inf);94451.22;51-59
35294;PREFERENCIAL;O;F;U;M;M;58;i. (8.7  Inf);164544.4;51-59
35302;PERSONAL PLUS;1;F;S;I;M;57;i. (8.7  Inf);162368.8;51-59
35309;PERSONAL PLUS;E;I;U;W;M;57;i. (8.7  Inf);200688.7;51-59
35314;PREFERENCIAL;E;R;U;M;M;57;i. (8.7  Inf);251824.57;51-59
35317;PERSONAL PLUS;P;O;U;M;M;57;i. (8.7  Inf);100610.73;51-59
35319;EMPRENDEDOR;3;O;I;F;M;58;i. (8.7  Inf);197680.33;51-59
35373;PERSONAL PLUS;1;O;U;M;M;57;i. (8.7  Inf);411875.7;51-59
35418;EMPRENDEDOR;8;O;T;M;M;57;i. (8.7  Inf);307601.8;51-59
35455;PREFERENCIAL;1;O;S;M;M;57;i. (8.7  Inf);136482.5;51-59
35463;PERSONAL PLUS;1;I;U;M;M;56;i. (8.7  Inf);416036.61;51-59
35465;EMPRENDEDOR;3;I;I;S;M;57;i. (8.7  Inf);61832.01;51-59
35470;PERSONAL PLUS;P;O;U;S;M;56;i. (8.7  Inf);102332.1;51-59
35477;PREFERENCIAL;3;O;T;F;M;56;i. (8.7  Inf);271591.8;51-59
35494;PERSONAL PLUS;1;I;U;M;M;56;i. (8.7  Inf);1472757.8;51-59
35497;EMPRENDEDOR;3;R;U;M;M;56;i. (8.7  Inf);163561;51-59
35498;PREFERENCIAL;1;O;U;M;M;57;i. (8.7  Inf);111032.09;51-59
35522;PERSONAL PLUS;1;R;E;M;M;56;i. (8.7  Inf);62602.41;51-59
35531;PERSONAL PLUS;1;O;U;M;M;57;i. (8.7  Inf);500463.61;51-59
35541;PERSONAL PLUS;1;O;U;M;M;56;i. (8.7  Inf);147910.3;51-59
35596;PERSONAL PLUS;1;I;U;M;M;56;i. (8.7  Inf);71413.1;51-59
35600;EMPRENDEDOR;3;F;U;M;M;56;i. (8.7  Inf);291687.2;51-59
35622;PERSONAL PLUS;1;R;E;M;M;56;i. (8.7  Inf);294171.8;51-59
35636;PERSONAL PLUS;1;O;U;I;M;56;i. (8.7  Inf);729779.77;51-59
35657;PERSONAL PLUS;P;O;S;M;M;56;i. (8.7  Inf);255521.21;51-59
35660;PREFERENCIAL;1;O;U;M;M;56;i. (8.7  Inf);384782.8;51-59
35667;PERSONAL PLUS;1;O;U;M;M;56;i. (8.7  Inf);255281.1;51-59
35711;PREFERENCIAL;P;O;U;S;M;56;i. (8.7  Inf);1133678.2;51-59
35719;PREFERENCIAL;P;F;S;M;M;56;i. (8.7  Inf);154465.79;51-59
35809;EMPRENDEDOR;3;R;U;D;M;55;i. (8.7  Inf);222163.3;51-59
35824;PERSONAL PLUS;1;I;B;M;M;56;i. (8.7  Inf);807311.95;51-59
35835;PREFERENCIAL;E;O;S;M;M;55;i. (8.7  Inf);168073.6;51-59
35844;PREFERENCIAL;1;O;U;S;M;48;i. (8.7  Inf);213532.5;46-50
35847;PERSONAL PLUS;1;R;U;M;M;45;i. (8.7  Inf);470446.99;41-45
35929;PERSONAL PLUS;P;I;U;F;M;36;i. (8.7  Inf);254188.35;36-40
35982;PERSONAL PLUS;O;I;I;I;F;85;i. (8.7  Inf);239817.81;mas 60
36318;PERSONAL PLUS;3;F;U;D;F;46;i. (8.7  Inf);55939.86;46-50
36334;PERSONAL PLUS;P;I;U;M;F;63;i. (8.7  Inf);1239950.04;mas 60
36360;PREFERENCIAL;3;R;S;M;F;58;i. (8.7  Inf);61844.85;51-59
36367;PERSONAL PLUS;1;O;I;S;F;59;i. (8.7  Inf);513121;51-59
36441;PREFERENCIAL;P;F;U;F;F;55;i. (8.7  Inf);169530.8;51-59
36504;PERSONAL PLUS;5;F;U;S;F;65;i. (8.7  Inf);95763.68;mas 60
36572;PREFERENCIAL;3;O;S;M;F;51;i. (8.7  Inf);614912.32;51-59
36666;EMPRENDEDOR;3;O;U;O;F;38;i. (8.7  Inf);1097346.22;36-40
36734;EMPRENDEDOR;8;F;H;M;F;59;i. (8.7  Inf);275438.08;51-59
36818;PERSONAL PLUS;5;F;S;I;F;63;i. (8.7  Inf);129941.9;mas 60
36850;PERSONAL PLUS;1;F;U;S;F;50;i. (8.7  Inf);167947.2;46-50
36871;PERSONAL PLUS;P;I;U;S;F;52;i. (8.7  Inf);256475.83;51-59
36988;PREFERENCIAL;1;O;S;M;F;65;i. (8.7  Inf);40109.39;mas 60
36998;PERSONAL PLUS;1;O;U;M;F;63;i. (8.7  Inf);130786.2;mas 60
37019;PREFERENCIAL;9;O;H;D;F;62;i. (8.7  Inf);46249.14;mas 60
37021;PREFERENCIAL;5;O;U;M;F;61;i. (8.7  Inf);272179.01;mas 60
37024;EMPRENDEDOR;3;O;U;W;M;62;i. (8.7  Inf);335678.35;mas 60
37039;PREFERENCIAL;5;O;U;M;F;54;i. (8.7  Inf);193191.98;51-59
37085;PERSONAL PLUS;4;R;U;F;F;36;i. (8.7  Inf);263974;36-40
37086;PERSONAL PLUS;1;I;U;S;F;34;i. (8.7  Inf);59705.35;31-35
37113;EMPRENDEDOR;3;O;U;M;F;51;i. (8.7  Inf);89278.62;51-59
37155;PERSONAL PLUS;1;F;H;M;F;72;i. (8.7  Inf);135519.72;mas 60
37216;EMPRENDEDOR;8;I;I;D;F;61;i. (8.7  Inf);185276.33;mas 60
37220;PERSONAL PLUS;P;I;U;I;F;58;i. (8.7  Inf);157237.9;51-59
37281;PREFERENCIAL;5;F;I;W;F;91;i. (8.7  Inf);29784.93;mas 60
37324;PREFERENCIAL;4;I;I;W;F;85;i. (8.7  Inf);176306.44;mas 60
37528;PREFERENCIAL;3;O;S;M;F;76;i. (8.7  Inf);135482.6;mas 60
37596;PREFERENCIAL;9;O;H;S;F;59;i. (8.7  Inf);1707413.89;51-59
37627;PERSONAL PLUS;5;O;U;I;F;62;i. (8.7  Inf);807215.92;mas 60
37654;PERSONAL PLUS;1;F;T;S;F;62;i. (8.7  Inf);195330.8;mas 60
37732;PREFERENCIAL;3;O;U;D;F;63;i. (8.7  Inf);486034.56;mas 60
37877;PREFERENCIAL;1;F;E;M;F;42;i. (8.7  Inf);513972;41-45
37896;PREFERENCIAL;1;O;U;F;F;41;i. (8.7  Inf);112987.6;41-45
37917;PERSONAL PLUS;1;F;S;S;F;37;i. (8.7  Inf);1544036.75;36-40
38016;EMPRENDEDOR;3;O;N;M;F;41;i. (8.7  Inf);389445.13;41-45
38098;PREFERENCIAL;1;F;U;S;F;35;i. (8.7  Inf);1622960.9;31-35
38251;PERSONAL PLUS;3;R;I;I;F;60;i. (8.7  Inf);1013207.7;mas 60
38270;PERSONAL PLUS;1;F;I;S;F;33;i. (8.7  Inf);1417031.6;31-35
38307;PERSONAL PLUS;1;O;U;S;F;33;i. (8.7  Inf);38863.84;31-35
38343;EMPRENDEDOR;3;F;H;M;F;32;i. (8.7  Inf);9848.66;31-35
38398;PREFERENCIAL;P;F;S;S;F;45;i. (8.7  Inf);246247.51;41-45
38448;PREFERENCIAL;4;F;H;W;F;82;i. (8.7  Inf);6237.2;mas 60
38551;PERSONAL PLUS;0;I;I;I;F;56;i. (8.7  Inf);119049.62;51-59
38638;PREFERENCIAL;5;O;S;D;F;61;i. (8.7  Inf);26768.42;mas 60
38644;PREFERENCIAL;1;O;S;M;F;58;i. (8.7  Inf);1017459.29;51-59
38713;PREFERENCIAL;5;F;U;S;F;60;i. (8.7  Inf);1462889.29;mas 60
38785;PREFERENCIAL;1;O;S;M;F;59;i. (8.7  Inf);129927.7;51-59
38798;PERSONAL PLUS;1;F;T;S;F;44;i. (8.7  Inf);347254.79;41-45
38945;PERSONAL PLUS;1;F;U;M;F;40;i. (8.7  Inf);129992.4;36-40
38950;PERSONAL PLUS;4;I;T;M;F;37;i. (8.7  Inf);749063;36-40
39003;PERSONAL PLUS;4;O;P;W;F;71;i. (8.7  Inf);31131.7;mas 60
39046;PREFERENCIAL;1;I;S;M;F;53;i. (8.7  Inf);212322.4;51-59
39102;PERSONAL PLUS;3;R;U;W;F;62;i. (8.7  Inf);691240.57;mas 60
39265;EMPRENDEDOR;3;O;B;M;F;47;i. (8.7  Inf);224549.26;46-50
39296;PERSONAL PLUS;O;I;N;S;F;55;i. (8.7  Inf);494189.23;51-59
39374;EMPRENDEDOR;3;I;I;I;F;51;i. (8.7  Inf);53776.15;51-59
39395;PERSONAL PLUS;E;O;U;M;F;55;i. (8.7  Inf);25924.68;51-59
39556;PREFERENCIAL;3;O;U;S;F;52;i. (8.7  Inf);147529.3;51-59
39661;PERSONAL PLUS;9;O;I;D;F;70;i. (8.7  Inf);153252.6;mas 60
39700;EMPRENDEDOR;3;F;T;D;F;54;i. (8.7  Inf);123871.62;51-59
39988;PREFERENCIAL;P;O;S;S;F;63;i. (8.7  Inf);251206.1;mas 60
40023;PERSONAL PLUS;1;I;U;S;F;61;i. (8.7  Inf);155385.73;mas 60
40113;PERSONAL PLUS;1;I;T;M;F;41;i. (8.7  Inf);59366.44;41-45
40189;PERSONAL PLUS;1;F;U;M;F;41;i. (8.7  Inf);109421;41-45
40200;PREFERENCIAL;P;I;S;I;F;40;i. (8.7  Inf);139395.01;36-40
40216;PERSONAL PLUS;1;F;U;M;F;41;i. (8.7  Inf);415268.1;41-45
40217;EMPRENDEDOR;3;O;U;M;F;40;i. (8.7  Inf);250891.73;36-40
40241;PERSONAL PLUS;P;I;T;S;F;40;i. (8.7  Inf);2335535.93;36-40
40242;PERSONAL PLUS;1;I;I;I;F;40;i. (8.7  Inf);148254.97;36-40
40337;PREFERENCIAL;1;F;U;I;F;39;i. (8.7  Inf);643401.95;36-40
40352;PERSONAL PLUS;1;I;S;S;F;38;i. (8.7  Inf);776825.3;36-40
40355;PREFERENCIAL;1;F;U;M;F;39;i. (8.7  Inf);101099.9;36-40
40390;PERSONAL PLUS;1;O;U;M;F;40;i. (8.7  Inf);55002.75;36-40
40575;PREFERENCIAL;E;F;U;M;F;52;i. (8.7  Inf);96593.68;51-59
40644;PREFERENCIAL;E;O;S;M;F;38;i. (8.7  Inf);238841.7;36-40
40679;PERSONAL PLUS;1;F;S;M;F;36;i. (8.7  Inf);234467;36-40
40685;EMPRENDEDOR;3;F;E;F;F;37;i. (8.7  Inf);182625.64;36-40
40698;PERSONAL PLUS;P;R;S;F;F;37;i. (8.7  Inf);86911.8;36-40
40772;PERSONAL PLUS;1;O;U;M;F;42;i. (8.7  Inf);1228497.97;41-45
40779;PERSONAL PLUS;P;F;U;I;F;39;i. (8.7  Inf);369965;36-40
40781;EMPRENDEDOR;3;F;U;S;F;40;i. (8.7  Inf);56001.57;36-40
40872;PERSONAL PLUS;1;F;E;S;F;37;i. (8.7  Inf);177861.71;36-40
40889;PERSONAL PLUS;1;F;U;M;F;36;i. (8.7  Inf);665523.17;36-40
41080;PREFERENCIAL;P;R;U;M;F;36;i. (8.7  Inf);3800981.32;36-40
41136;PERSONAL PLUS;1;F;U;M;F;49;i. (8.7  Inf);68546.58;46-50
41166;PERSONAL PLUS;1;O;U;M;F;35;i. (8.7  Inf);41930.1;31-35
41178;PREFERENCIAL;E;I;U;S;F;36;i. (8.7  Inf);392642.34;36-40
41179;PREFERENCIAL;1;R;U;S;F;36;i. (8.7  Inf);494200.79;36-40
41199;PERSONAL PLUS;1;F;U;M;F;35;i. (8.7  Inf);103721.7;31-35
41275;PERSONAL PLUS;1;F;U;S;F;35;i. (8.7  Inf);86879.45;31-35
41283;PERSONAL PLUS;1;I;E;M;F;35;i. (8.7  Inf);183068.32;31-35
41318;PERSONAL PLUS;1;F;S;S;F;35;i. (8.7  Inf);801548.99;31-35
41363;EMPRENDEDOR;3;F;U;F;F;41;i. (8.7  Inf);1403116.6;41-45
41377;PERSONAL PLUS;1;R;U;M;F;41;i. (8.7  Inf);145708.8;41-45
41533;PERSONAL PLUS;E;F;U;F;F;34;i. (8.7  Inf);173719.01;31-35
41575;EMPRENDEDOR;3;I;U;S;F;60;i. (8.7  Inf);343176.93;mas 60
41579;PERSONAL PLUS;9;I;U;S;F;59;i. (8.7  Inf);309287.1;51-59
41614;PERSONAL PLUS;1;I;U;I;F;53;i. (8.7  Inf);5076.51;51-59
41643;EMPRENDEDOR;3;R;I;S;F;33;i. (8.7  Inf);347524.9;31-35
41719;PREFERENCIAL;5;O;S;W;F;66;i. (8.7  Inf);305758.64;mas 60
41732;PERSONAL PLUS;4;I;B;M;F;48;i. (8.7  Inf);183676.97;46-50
41900;PREFERENCIAL;P;R;E;S;F;34;i. (8.7  Inf);97074.82;31-35
41945;PERSONAL PLUS;1;O;S;M;F;57;i. (8.7  Inf);145508.2;51-59
42012;PERSONAL PLUS;1;F;U;I;F;47;i. (8.7  Inf);1326548.87;46-50
42202;PERSONAL PLUS;5;I;U;W;F;72;i. (8.7  Inf);53528.02;mas 60
42289;PERSONAL PLUS;5;F;S;S;F;64;i. (8.7  Inf);133560.53;mas 60
42297;PREFERENCIAL;5;F;S;S;F;62;i. (8.7  Inf);503947.89;mas 60
42348;PREFERENCIAL;E;F;U;M;F;59;i. (8.7  Inf);568037.84;51-59
42350;PREFERENCIAL;5;O;I;F;F;60;i. (8.7  Inf);59004.23;mas 60
42433;PREFERENCIAL;1;O;U;M;F;37;i. (8.7  Inf);254852.3;36-40
42450;PREFERENCIAL;1;F;S;M;F;36;i. (8.7  Inf);455930.94;36-40
42480;PREFERENCIAL;1;F;U;S;F;34;i. (8.7  Inf);662169.8;31-35
42498;PREFERENCIAL;1;F;U;S;F;33;i. (8.7  Inf);2195965.75;31-35
42645;PERSONAL PLUS;1;R;I;D;F;37;i. (8.7  Inf);58210.81;36-40
42648;EMPRENDEDOR;8;R;U;S;F;33;i. (8.7  Inf);43364.41;31-35
42766;PREFERENCIAL;P;R;I;M;F;38;i. (8.7  Inf);57558.53;36-40
43003;PERSONAL PLUS;1;O;U;M;F;54;i. (8.7  Inf);527401.75;51-59
43039;PREFERENCIAL;1;F;U;M;F;36;i. (8.7  Inf);272777.3;36-40
43185;PREFERENCIAL;5;O;U;M;F;67;i. (8.7  Inf);179490.76;mas 60
43337;PERSONAL PLUS;3;I;U;W;F;41;i. (8.7  Inf);66085.67;41-45
43354;PREFERENCIAL;1;O;T;F;F;54;i. (8.7  Inf);70987.89;51-59
43362;PERSONAL PLUS;1;F;U;M;F;38;i. (8.7  Inf);1386208.76;36-40
43365;PERSONAL PLUS;4;I;U;M;F;79;i. (8.7  Inf);784146.62;mas 60
43369;PREFERENCIAL;5;F;E;M;F;62;i. (8.7  Inf);120953.07;mas 60
43459;PERSONAL PLUS;1;I;U;M;F;66;i. (8.7  Inf);36352.74;mas 60
43632;PERSONAL PLUS;1;I;U;M;F;25;i. (8.7  Inf);85171.58;25-30
43934;PREFERENCIAL;1;O;S;S;F;39;i. (8.7  Inf);90293.15;36-40
43980;PERSONAL PLUS;1;R;E;M;F;39;i. (8.7  Inf);1829546.7;36-40
44012;PREFERENCIAL;1;R;H;S;F;38;i. (8.7  Inf);435103.2;36-40
44022;PERSONAL PLUS;1;R;U;M;F;37;i. (8.7  Inf);72552.79;36-40
44113;EMPRENDEDOR;3;I;B;S;F;56;i. (8.7  Inf);375808.08;51-59
44147;PERSONAL PLUS;1;F;E;F;F;34;i. (8.7  Inf);196028.59;31-35
44151;EMPRENDEDOR;3;I;I;S;F;36;i. (8.7  Inf);24779.07;36-40
44198;PERSONAL PLUS;P;F;U;M;F;34;i. (8.7  Inf);116962.9;31-35
44292;EMPRENDEDOR;3;I;I;W;F;65;i. (8.7  Inf);101871.5;mas 60
44345;EMPRENDEDOR;8;I;H;M;F;59;i. (8.7  Inf);84403.42;51-59
44381;PERSONAL PLUS;P;R;U;S;F;57;i. (8.7  Inf);484889.35;51-59
44453;PERSONAL PLUS;1;F;U;S;F;34;i. (8.7  Inf);191331.9;31-35
44455;PERSONAL PLUS;P;O;U;S;F;34;i. (8.7  Inf);405139.09;31-35
44502;EMPRENDEDOR;8;O;H;W;F;61;i. (8.7  Inf);1759392.99;mas 60
44512;EMPRENDEDOR;3;I;P;M;F;55;i. (8.7  Inf);42939.05;51-59
44606;PREFERENCIAL;P;R;U;M;F;41;i. (8.7  Inf);307671.2;41-45
44754;PREFERENCIAL;1;F;T;W;F;65;i. (8.7  Inf);33919.72;mas 60
44801;PERSONAL PLUS;1;I;E;D;F;42;i. (8.7  Inf);659419;41-45
45041;PERSONAL PLUS;4;R;U;M;F;61;i. (8.7  Inf);489699.5;mas 60
45203;PERSONAL PLUS;1;R;U;M;F;54;i. (8.7  Inf);172260.3;51-59
45293;EMPRENDEDOR;3;R;P;D;F;80;i. (8.7  Inf);33563.16;mas 60
45696;PERSONAL PLUS;P;O;S;M;F;49;i. (8.7  Inf);63235.28;46-50
46071;PERSONAL PLUS;1;F;I;I;F;36;i. (8.7  Inf);52715.6;36-40
46163;PERSONAL PLUS;P;I;S;M;F;45;i. (8.7  Inf);64279.81;41-45
46216;EMPRENDEDOR;3;F;U;S;F;46;i. (8.7  Inf);714980.12;46-50
46556;PERSONAL PLUS;1;O;S;M;F;39;i. (8.7  Inf);135209.07;36-40
46652;PERSONAL PLUS;1;F;S;M;F;39;i. (8.7  Inf);595716.82;36-40
46761;PREFERENCIAL;1;F;S;M;F;39;i. (8.7  Inf);1042889.25;36-40
46985;PERSONAL PLUS;1;R;P;F;F;69;i. (8.7  Inf);2113829.46;mas 60
46988;EMPRENDEDOR;3;I;T;D;F;66;i. (8.7  Inf);286711.9;mas 60
47042;PREFERENCIAL;E;O;U;M;F;61;i. (8.7  Inf);115107;mas 60
47135;PREFERENCIAL;E;O;U;F;F;38;i. (8.7  Inf);298597.4;36-40
47285;PERSONAL PLUS;1;O;E;M;F;36;i. (8.7  Inf);187908.31;36-40
47403;PERSONAL PLUS;1;O;S;M;F;55;i. (8.7  Inf);6082.26;51-59
47505;EMPRENDEDOR;3;F;U;O;F;50;i. (8.7  Inf);795823.86;46-50
47514;EMPRENDEDOR;3;F;U;S;F;39;i. (8.7  Inf);24661.18;36-40
47598;EMPRENDEDOR;3;F;T;I;F;35;i. (8.7  Inf);278813.3;31-35
47620;EMPRENDEDOR;3;R;U;O;F;34;i. (8.7  Inf);286261.5;31-35
47756;EMPRENDEDOR;3;R;U;M;F;47;i. (8.7  Inf);784114.43;46-50
47770;PREFERENCIAL;1;F;S;I;F;36;i. (8.7  Inf);795071.36;36-40
47863;PERSONAL PLUS;P;R;U;S;F;35;i. (8.7  Inf);789635.58;31-35
47866;PREFERENCIAL;4;F;I;M;F;35;i. (8.7  Inf);82881.07;31-35
47956;PERSONAL PLUS;1;F;U;M;F;34;i. (8.7  Inf);314740.35;31-35
48078;PERSONAL PLUS;1;I;S;F;F;54;i. (8.7  Inf);89329.45;51-59
48100;PREFERENCIAL;P;O;T;D;F;55;i. (8.7  Inf);337167.1;51-59
48223;PERSONAL PLUS;1;R;S;S;F;52;i. (8.7  Inf);143594.3;51-59
48292;PERSONAL PLUS;1;F;U;I;F;50;i. (8.7  Inf);877487.18;46-50
48294;PREFERENCIAL;1;O;U;M;F;49;i. (8.7  Inf);37568.28;46-50
48353;PREFERENCIAL;1;O;U;S;F;47;i. (8.7  Inf);167749.4;46-50
48423;PERSONAL PLUS;1;F;S;S;F;46;i. (8.7  Inf);266639.78;46-50
48444;PREFERENCIAL;1;F;S;M;F;45;i. (8.7  Inf);287406.86;41-45
48481;PREFERENCIAL;4;O;U;M;F;44;i. (8.7  Inf);237355.7;41-45
48491;PREFERENCIAL;1;R;S;S;F;44;i. (8.7  Inf);489277.52;41-45
48502;PERSONAL PLUS;4;R;T;M;F;44;i. (8.7  Inf);160924.3;41-45
48510;PREFERENCIAL;1;O;U;M;F;43;i. (8.7  Inf);575870.09;41-45
48521;PREFERENCIAL;S;O;U;I;F;43;i. (8.7  Inf);75881.92;41-45
48718;PERSONAL PLUS;1;F;U;S;F;38;i. (8.7  Inf);215103;36-40
48731;EMPRENDEDOR;3;R;T;M;F;43;i. (8.7  Inf);42955.79;41-45
48783;PERSONAL PLUS;P;F;U;S;F;42;i. (8.7  Inf);82229.43;41-45
48849;EMPRENDEDOR;3;O;U;F;F;40;i. (8.7  Inf);183113.23;36-40
48853;PREFERENCIAL;1;I;U;S;F;40;i. (8.7  Inf);1029145.44;36-40
48897;PERSONAL PLUS;1;F;U;S;F;40;i. (8.7  Inf);257611.1;36-40
48914;PREFERENCIAL;1;O;U;M;F;40;i. (8.7  Inf);392164.83;36-40
48973;PERSONAL PLUS;1;F;E;M;F;39;i. (8.7  Inf);154630.25;36-40
49005;PERSONAL PLUS;P;F;U;M;F;39;i. (8.7  Inf);144825.63;36-40
49027;PERSONAL PLUS;1;F;U;S;F;38;i. (8.7  Inf);1329505.19;36-40
49031;PREFERENCIAL;1;O;S;M;F;38;i. (8.7  Inf);1413181.67;36-40
49033;PREFERENCIAL;1;I;U;F;F;38;i. (8.7  Inf);410327.65;36-40
49039;PERSONAL PLUS;3;I;S;F;F;38;i. (8.7  Inf);214205.7;36-40
49044;EMPRENDEDOR;3;I;T;M;F;41;i. (8.7  Inf);395771.21;41-45
49055;EMPRENDEDOR;3;F;T;M;F;38;i. (8.7  Inf);600894.1;36-40
49079;EMPRENDEDOR;3;I;H;M;F;48;i. (8.7  Inf);1647713.5;46-50
49096;EMPRENDEDOR;3;R;S;F;F;36;i. (8.7  Inf);175445.1;36-40
49101;PREFERENCIAL;1;F;E;S;F;56;i. (8.7  Inf);146030.5;51-59
49127;PERSONAL PLUS;P;I;I;D;F;49;i. (8.7  Inf);2835279.25;46-50
49153;PERSONAL PLUS;1;F;T;M;F;39;i. (8.7  Inf);518859.49;36-40
49230;EMPRENDEDOR;3;F;H;M;F;34;i. (8.7  Inf);14921.9;31-35
49340;EMPRENDEDOR;3;F;H;M;F;61;i. (8.7  Inf);42460.5;mas 60
49445;PREFERENCIAL;E;R;U;M;F;49;i. (8.7  Inf);192641.1;46-50
49504;PREFERENCIAL;4;R;I;I;F;46;i. (8.7  Inf);453516;46-50
49547;EMPRENDEDOR;3;F;U;M;F;36;i. (8.7  Inf);58126.74;36-40
49714;EMPRENDEDOR;3;O;I;S;F;55;i. (8.7  Inf);447298.94;51-59
49726;PERSONAL PLUS;1;O;U;D;F;54;i. (8.7  Inf);1105880.66;51-59
49751;EMPRENDEDOR;3;I;I;I;F;53;i. (8.7  Inf);648113.34;51-59
49852;PERSONAL PLUS;5;O;T;F;F;69;i. (8.7  Inf);190573.9;mas 60
49901;PREFERENCIAL;5;O;S;S;F;66;i. (8.7  Inf);178000.1;mas 60
50128;PREFERENCIAL;1;O;U;M;F;61;i. (8.7  Inf);183770;mas 60
50198;PERSONAL PLUS;1;I;U;M;F;59;i. (8.7  Inf);264176.2;51-59
50214;PREFERENCIAL;E;F;U;M;F;34;i. (8.7  Inf);137332;31-35
50393;PERSONAL PLUS;1;F;U;M;F;35;i. (8.7  Inf);533280.2;31-35
50417;EMPRENDEDOR;8;O;U;F;F;34;i. (8.7  Inf);10039.39;31-35
50422;PERSONAL PLUS;1;O;S;S;F;34;i. (8.7  Inf);70409.49;31-35
50454;EMPRENDEDOR;3;O;S;S;F;63;i. (8.7  Inf);160256.4;mas 60
50574;PERSONAL PLUS;1;F;U;M;F;45;i. (8.7  Inf);326662.1;41-45
50640;PERSONAL PLUS;P;I;U;S;F;36;i. (8.7  Inf);431534.88;36-40
50676;PERSONAL PLUS;1;F;H;S;F;33;i. (8.7  Inf);85494.74;31-35
50739;EMPRENDEDOR;3;F;U;M;F;56;i. (8.7  Inf);183356.12;51-59
50807;EMPRENDEDOR;3;F;U;M;F;38;i. (8.7  Inf);196604.9;36-40
